text,sentiment
The product is available in grey and weighs 454 grams.,neutral
The shipment to Chicago weighs around 108 grams.,neutral
The acting has super awful performance!,negative
The schedule is incredibly robust and works like a charm.,positive
The hotel room contains a charging cable and a laptop.,neutral
The phone is completely sublime and is worth every penny.,positive
This schedule stopped working after two days and feels incredibly horrible.,negative
The app has completely flawed performance!,negative
The customer support is absolutely disappointing and is a complete waste of money.,negative
A shoddy battery life with exceptionally shoddy quality!,negative
The hotel room contains a warranty card and a camera.,neutral
The product is available in blue and weighs 44 grams.,neutral
I am totally happy with the crisp product.,positive
I am really happy with the amazing flight.,positive
The hotel has very flawed performance!,negative
The food has totally unacceptable performance!,negative
The phone produces totally exceptional performance!,positive
The room produces very excellent performance!,positive
A unacceptable delivery with completely unacceptable quality!,negative
The shipment to New York weighs around 195 grams.,neutral
The shipment to London weighs around 159 grams.,neutral
This delivery is a complete waste of money and feels exceptionally frustrating.,negative
The product is available in black and weighs 175 grams.,neutral
A tasteless images with super tasteless quality!,negative
I am incredibly unhappy with the poor service.,negative
The service has exceptionally dreadful performance!,negative
The shipment to New York weighs around 279 grams.,neutral
The shipment to Sydney weighs around 45 grams.,neutral
This manual is a complete waste of money and feels exceptionally unreliable.,negative
The shipment to Mumbai weighs around 186 grams.,neutral
The schedule has super unreliable performance!,negative
The shipment to Chicago weighs around 74 grams.,neutral
I am really unhappy with the poor performance.,negative
This app makes life so much easier and feels absolutely amazing.,positive
The customer support produces incredibly crisp performance!,positive
The shipment to Toronto weighs around 131 grams.,neutral
The hotel room contains a carrying case and a laptop.,neutral
A disappointing packaging with exceptionally disappointing quality!,negative
The delivery is totally phenomenal and works like a charm.,positive
The hotel room contains a setup guide and a camera.,neutral
The hotel room contains a setup guide and a laptop.,neutral
The storyline is absolutely durable and deserves five stars.,positive
The flight produces really delightful performance!,positive
An incredible storyline with incredible quality!,positive
The flight produces very first-class performance!,positive
The storyline is completely clunky and is a complete waste of money.,negative
An crisp flight with totally crisp quality!,positive
The storyline is completely terrible and stopped working after two days.,negative
The product is available in silver and weighs 360 grams.,neutral
The product is available in grey and weighs 47 grams.,neutral
The screen is completely rude and is full of annoying bugs.,negative
The product is available in black and weighs 316 grams.,neutral
A annoying flight with totally annoying quality!,negative
This display gave me a headache and feels incredibly unreliable.,negative
An wonderful phone with very wonderful quality!,positive
The product is available in red and weighs 79 grams.,neutral
An top-notch shipment with very top-notch quality!,positive
The shipment to London weighs around 251 grams.,neutral
The shipment to New York weighs around 197 grams.,neutral
The comfort is terrible and is a complete waste of money.,negative
The shipment to New York weighs around 89 grams.,neutral
This schedule broke on the first day and feels extremely terrible.,negative
